song_id,title,artist_id,artist_name,year,duration,tempo,loudness
SOTSFFZ12AB0182949,Es dificil,ARORSBT11F50C4A96B,De La Ghetto,0,280.45016,97.02,-6.876
SOTMYBJ12A58A7A667,The Sweetest Curse,ARKLA8V1187B999B68,Baroness,2009,270.52363,176.066,-7.803
SOTVHQT12AB0181279,We're Back,ARTE9CG1187B99B1AF,DMX / Eve / Jadakiss,2003,265.22077,185.094,-2.542
SOLLKHF12A58A77EE9,Talk Like POP,ARNUPIM11F4C83BD4D,Melt Banana,0,51.61751,86.571,-5.728
SOMEUQK12AB017A8FF,Fuego Caliente,ARO7FES1187B9A59BE,M.I.K.E.,0,514.7424,140.033,-8.135
SOZVBBA12A6D4FD1A8,Un Tipo Como Yo,AR9KWJK1187FB4A531,Willie Rosario,1999,281.41669,197.458,-5.799
SOJDXID12A8C140A22,The Thrill Is Gone,ARBPXW61187B99D5D9,Jude Taylor & His Burning Flames,1994,260.46649,102.731,-11.937
SOCLAYI12A6310F138,Slave To The Wage,AR6892W1187B9AC71B,Placebo,2000,246.96118,142.116,-6.033
SOGAUIQ12A6D4F8262,Hit The Lights,ART5MUE1187B98C961,Metallica,1982,252.3424,167.486,-3.028
SOXVUMX12AB0187374,Cancion Para Mi Muerte,ARPNDSH1187B9B942F,Sui Generis,0,234.52689,124.604,-13.992
SOYBUNM12A6D4F64B1,Have You Seen Her,AR0WXWU1187B9AB33F,The Red Telephone,0,273.55383,117.329,-6.464
SOVFFIH12A81C217E6,Don't Tell Me,ARHUQUF1187FB382E6,T-Bone,0,229.09342,208.416,-8.226
SOKMUOE12AAF3B3F2B,Karuna,ARBXBQR1187FB56FA5,Bill Douglas,0,331.07546,105.535,-15.624
SOBBPHG12AB01869CE,Lil Mama Getdown,ARPOPBQ11F4C83D36D,DJ Spinn featuring Traxman,0,195.49995,159.959,-7.461
SOVBTZQ12AB0184DC0,Closing Scene,AREKO1L1187B997EFE,The Radio Dept.,2007,256.02567,88.02,-5.648
SOFMOWZ12AB017F3B7,Get It For Free,AREGV3K1187B9AF614,Mötley Crüe,1999,254.01424,127.745,-7.199
SOKJKUH12A8AE46FAA,Feelings,AR8S3OI1187B9B92E4,Shy FX & T Power,2005,380.44689,88.973,-3.584
SOQVGKZ12A6D4F8244,If You Love Me,ARXP9GE1187FB3ED0E,Becky Baeling,2003,247.66649,132.892,-5.963
SOMLPQI12A8C13EE3F,Still There For Me,ARO0QD41187FB3AB0A,Keb' Mo',2006,190.56281,89.966,-10.548
SOZXPDN12AB018302E,Allein,ARQAXT91187B99103A,UKW,0,266.762,97.362,-7.381
SOTCPOF12AB01885FE,Doctor Of Hearts (Album Version),ARNUFGE1187B9B7881,THE CHIFFONS,0,166.922,120.712,-7.0
SOERPNN12A58A7D057,La Vida En Rosa,ARITKAJ122BCFCA169,S. Solis y Orquesta,0,182.20363,63.007,-11.415
SOPILLC12A81C1FA01,Crying Time,ARYV1OT1187B9B4C8E,Commander Cody And His Lost Planet Airmen,1974,188.70812,104.823,-16.357
SONDOLZ12AB0187777,You Can Always Come Home,ARGOLWM1187B98CEDE,Commissioned,0,342.83057,157.869,-8.132
SOJXMRA12A58A7A875,Little Bitty Pretty One,AR8WHEJ1187B98CDCA,Dee Clark,0,141.19138,91.704,-9.56
SOHNDZB12A8C13EDB8,Shooting Stars,ARF0COO1187B99B9EF,Cauterize,2003,240.43057,97.148,-4.714
SOFJWKK12AB01826CD,The Cookie Bakers of the Night,ARC1CJB1187B99FCA4,Laurie Berkner,2001,233.45587,144.71,-16.263
SONGTGF12AB017EC2C,Whip It,ARCZ42S1187B98C0D7,DJ Slugo,0,199.20934,150.056,-9.699
SOAPGDK12A6D4FAF5E,The Blessing,AR95QS71187FB3F49A,Joi,0,333.24363,95.973,-4.141
SOTETIO12A8151CA26,Citizen Of The Planet,ARIWB161187B9AA1D5,Simon & Garfunkel,2004,194.35057,151.5,-13.047
SOJRNQF12A8C134D57,Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),ARVUN5F1187FB4CCC7,Beenie Man Featuring Wyclef And Redman,0,228.04853,79.823,-4.541
SOVKUOE12A58A8066E,Something For The Pain,AR7BMMV1187FB5B2D7,Robben Ford,2002,298.37016,111.903,-6.311
SOEZCYJ12A58A7C0D4,Everyone_ Everywhere_ Everytime,ARC28SN1187B989049,Greater Vision,0,223.76444,135.955,-10.3
SOUJNFK12AB0186B86,This Is NOT a Crass Song,ARUSOMY1187FB4D3B4,Anti-Flag,1999,359.6273,141.334,-10.609
SOHWDHV12A8C134426,Soul Searcher,ARS6HDE1187B99CA29,Joe Lynn Turner,0,247.7971,86.665,-12.649
SOUOZQB12AB0186284,Skeletons (Live Acoustic Version),ARXPE571187FB4AFD0,Rickie Lee Jones,0,221.12608,70.331,-21.978
SOSVTQX12A8C136D74,Imagination,ARYSHL01187B9AAEC7,Hysterie,2005,389.642,130.032,-10.976
SOEDCOB12A8C142CBA,Flashflood,AR6F6I21187FB5A3AA,Aesop Rock,2001,234.52689,167.909,-6.022
SOGMGUW12A8C143F44,What To Do Crying Waiting Hoping Learning The Game,ARBUHDB1187FB3E72C,Bobby Vee,0,227.05587,117.454,-14.489
SOEYJEP12AB01816D3,El niño de la calle,ARARFT81187FB41EEA,Alfredo Gutiérrez,0,130.16771,86.199,-8.521
SOJWZGJ12A670203B7,Old Times Sake,ARA3VJJ1187FB3F5A6,Shelby Lynne,2005,290.97751,121.773,-15.546
SOYJBVO12AB0189DB3,Wasted Love,AR6C6VO1187FB4E267,Tora Tora,0,229.8771,140.984,-8.952
SOJBWGF12A8159E883,Eleanor Put Your Boots On,ARYVO9V1187B9B1FC6,Franz Ferdinand,2005,195.13424,143.679,-7.329
SOKXZEJ12AC3DF5E1E,Ass Attack (Four Tet Remix),ARWA8AH1187FB3FC84,Hot Chip,2004,181.02812,126.14,-6.446
SOWSLOF12AB017FE36,Canta Brasil,AR9JNFU1187B9B9868,Gal Costa,1981,193.35791,137.941,-10.844
SOTTJUN12A8C132C22,Sally In the Garden,AR1DR0E1187FB48F61,Kathy Mattea,2008,44.64281,146.894,-16.504
SOBKPCA12A8C131AD9,Steamroller Blues,ARSF0K11187B9AF319,James Taylor,0,324.85832,102.756,-10.086
SOHJIJX12AB01821ED,Heute,ARFY8NV1187B9B1961,Der Moderne Man,0,183.30077,147.679,-8.579
SOFDOAD12A58A7BAD3,A Day In The Life (Album Version),ARHI20L1187FB4C997,Jeff Beck,0,286.27546,145.917,-7.74
SOEDDXY12AC907580A,Sous la Tour Eiffel,ARZY28S1187FB40BAB,Taboo,0,301.71383,131.968,-6.366
SOQFWIS12A58A7BD61,Falling Bombs,ARNR58F1187FB52FA9,BigElf,2003,298.13506,64.006,-4.683
SOWRILA12A8C1360D0,Sometimes,AR202MX1187B9B0383,Tanto Metro & Devonte,0,207.56853,105.671,-9.01
SOGDLDE12AB017A28E,Wa'ahila (Instrumental - Bonus Track),ARDAONS11F4C844929,Ray Kane,0,107.7024,163.385,-19.157
SOZAFEC12AB018C519,Drive In Saturday - (Tribute to David Bowie),AROLZEM1187B9A805E,Ashes to Ashes,0,254.32771,94.888,-12.22
SOYMPFK12A8C141D1A,My Life Would Suck Without You,ARJGIOD1187B9AE920,Kelly Clarkson,2009,230.63465,135.914,-5.953
SOZTDIN12AB018AAD1,Bed Crumbs,AR05VW21187FB407B4,Fudge Tunnel,1991,124.94322,120.703,-7.31
SOGSBKB12AC9097E0F,J'l'ai pas dit,AR64N1H1187B996199,Edgar Bori,0,264.61995,117.295,-8.224
SOCOTRH12A8C13840D,I'm Just Wonderin' Part 2,AR6Y8JF1187B9BA1D5,Jimmy Witherspoon,0,147.69587,94.105,-12.437
SOIEJUL12AB0181C12,No More Blues (Chega de Saudade),ARGMXQW1187FB54C34,Eliane Elias,1992,326.42567,95.111,-24.83
SONNDRB12A8AE46705,Wave,ARMSW7X1187FB5B504,Dave Eggar,2002,225.04444,100.893,-23.15
SOVOYJL12A8C142B2A,What'd I Say,AR180PG1187B997BAE,Donnie Brooks,2001,174.34077,113.082,-10.362
SOUDSJF12A8C13C36D,Ja (Hanno's Poppersmonstermix),ARNJVSL1187B99AFD4,2raumwohnung,2007,357.85098,125.995,-8.525
SOJCOPL12AB01886A1,Time to come true,ARVWNTI1269FB34C59,SOJA,0,235.17995,145.949,-7.7
SONFOLB12AB01841B9,Whatever's Cool With Me (LP Version),AR9YWMS1187FB43A34,Dinosaur Jr.,1991,271.12444,152.461,-6.051
SOBDHIZ12AB0182E18,Winter (Four Seasons),ARP9QX11187FB50EEB,Ulytau,0,233.76934,140.13,-5.779
SOGIAKH12AB0184D05,Hallelujah,ARSVRVA1187B99228A,The Nelons,0,200.202,108.914,-11.236
SOSBJHW12A6D4FAAB2,Creeper Kamikaze,AR1GNFR1187B9AD1FD,The Exies,2003,201.87383,113.326,-4.998
SOHZNER12AAFF43D08,Error,ARZU9NI1187B9AEE08,Babylon Disco,2007,208.90077,89.927,-10.196
SODTDRC12A81C22C7C,Seuraavassa elämässä,AR22KLC1187B98E812,Kaija Koo,1995,227.36934,121.981,-8.521
SOJUZCX12AB0181D3E,Fausse monnaie,AROVSYC119B3403921,Gus Viseur,2000,180.00934,90.177,-13.512
SOKBBBJ12AB018A3BF,Chariots Of Fire,ARUGX5X1187FB468C4,Dino,0,245.39383,95.179,-20.193
SODUNOD12A58A79381,I Live to Be Hated,ARA7WV51187FB532B0,GG Allin,0,121.70404,74.82,-12.298
SOJUTCU12AB017EDB4,Siyabonga (Unreleased Bonus Track),AR16T2D1187B98ABF4,Zimbabwe Legit,0,235.91138,100.145,-10.203
SOHOXXV12A6701BEBF,The Majesty Of Rock,ARWDP431187FB56492,Spinal Tap,1992,235.41506,129.318,-5.492
SOTNLBM12AB0185DD2,Blaue Matrosen (live),ARFY8NV1187B9B1961,Der Moderne Man,0,159.55546,105.29,-9.848
SONPVKR12A58A7BA4A,Strange Thing,AR0XSOO1187B9B9E88,Buzzcocks,1980,219.19302,176.153,-7.736
SOBPHTZ12A8C134095,Journey To Love,ARHZCG01187B99E4DE,Stanley Clarke,1975,282.69669,84.064,-12.714
SOULLZX12A8C13491F,Alguna Vez,AR1LQNB1187B9A6AE5,La Portuaria,0,148.00934,112.071,-13.607
SOAHRFR12A8C142155,Rotting Fumes,ARI8GY11187B988DF4,Hemdale,0,107.57179,108.917,-9.883
SOAGCNO12AB0187A1A,Revelations,ARE0OLY1187B9AD19F,Jesse Malin and The St. Marks Social,2007,243.722,126.105,-4.852
SOYSRRY12A6310E1C1,It's Not Me,ARW1MUW1187FB4D5A1,3 Doors Down,2003,230.42567,86.82,-5.981
SOFPGXP12A58A78AAB,Ma Rainey's Black Bottom,ARWQ2DR1187B98FF28,Ma Rainey,1927,188.94322,99.076,-17.714
SOEIIYR12AB01825B8,I Want It,ARY02GH1187B99B223,Zombie Girl,2006,260.54485,129.984,-5.202
SOHWWOM12AB0186627,Story Of An Artist (Don't Be Scared),AR6CLFP1187B9ACB94,Daniel Johnston,0,311.53587,106.742,-12.743
SOFFLLP12AB018ED52,Sajana (Ft Faheem Mazhar),ARFELOH1187B991F95,Niraj Chag,0,262.5824,90.013,-5.644
SODPNJR12A6D4FA52D,Segredo,AR3THYK1187B999F1F,João Gilberto,2000,197.19791,127.782,-29.75
SOBOAQC12A8C13E3E9,Murder One,ARUZRFN1187B98AC05,Bone Thugs-N-Harmony,2000,255.73832,101.167,-5.724
SODKUVJ12AB0187A4A,I Destructor (Lenny Dee Mix),ARDOOH01187B991055,Ultraviolence,0,367.41179,174.57,-9.249
SOGDQZK12A8C13F37C,No Quieras Marcharte,AR2PT4M1187FB55B1A,Los Chichos,1984,191.68608,150.955,-10.764
SOZVLXO12AF72ABCDB,D Shuffle Jam (Part 2),AR6WICD1187B998708,Christian McBride,0,692.06159,121.201,-9.479
SOINHKC12AB01836E0,When I Was A Cowboy (Western Plains) (LP Version),AR3GYKU1187B996AB9,Jim Kweskin,0,208.90077,160.981,-15.279
SOKVLHX12AB0187B39,On My Feet Again,ARHBWOZ1187FB3FD53,Utopia,0,239.59465,173.841,-10.653
SODMVJR12A6D4F985D,If I...,ARDI88R1187B98DAB2,Foxy Brown,0,222.92853,93.056,-9.035
SOMMSMW12A8C13FCCC,Bedroom Acoustics,ARR3ONV1187B9A2F59,Muse,0,156.96934,127.547,-20.816
SOVBVJW12AAF3B5F77,Ju Ju,ARMFOCL119B8668919,String Trio Of New York,0,392.4371,130.316,-18.245
SOHCCIA12AC907577F,Ad Te Clamamus Exsvles Mortva Liberi,ARZEWUR1187FB53DC8,Enthroned,2010,89.15546,90.66,-20.359
SOVLGJY12A8C13FBED,Deep Sea Creature,ARMQHX71187B9890D3,Mastodon,2001,280.21506,173.205,-3.306
SOIWBDR12A8C13A4AC,Werther - Lyric Drama in four Acts/Act I/Alors_ c'est bien ici la maison du bailli?,ARUKJUP12086C14589,Ramón Vargas;Vladimir Jurowski,0,278.38649,127.113,-23.095
SOZSPTD12A8C143BFD,Theresa,ARO0EUG1187B9AC250,Portable,2003,362.60526,116.005,-18.152
SOTLYRR12A8C13951F,Danny Boy,AR0X3JJ1187FB3A9A7,Hank Locklin,0,146.83383,90.61,-13.12
SOOOUDM12AAA15EE2D,Pak shte te obicham,ART9VCW1187B9B6FE6,Lili Ivanova,0,253.70077,124.025,-6.097
SOCZQSZ12A8AE4604D,Old Broom,AR0DSOO1187B9B855E,Wailing Souls,1981,204.85179,146.445,-9.99
SOPPEBK12A8C13B9CE,Good Looking Girl Blues,ARN7OQ21187FB5A6B3,Furry Lewis,0,171.49342,136.915,-14.876
SOKCDWG12A8C1398E7,Råskevärsrock,AR2ABYH1187B9A0C67,Bröderna Djup,0,126.6673,135.407,-9.221
SOAQCDC12A8C139378,Cajun Blood,AR1JGQT1187FB56878,Jo-El Sonnier,0,233.01179,169.235,-6.589
SONZEZK12A8C13A421,Jamboree,AR1ZYLH1187B98C159,Naughty By Nature;Naughty By Nature featuring Zhane,0,213.91628,91.981,-8.983
SONTUMS12AC468A9AA,Poikamies (2009),ARKPDBH1242077DEB1,Murskahumppa,0,145.76281,130.756,-8.189
SOCUDXX12A58A76EF9,Til The Victory's Won,ARP32X81187B99EBF5,Vanessa Bell Armstrong,0,231.54893,120.977,-2.001
SOSYMSX12A6310DFE2,Subterranean Homesick Alien,ARH6W4X1187B99274F,Radiohead,1997,267.20608,150.848,-9.148
SOCSEYN12A6D4F8178,Tell Me Why,ARXP7MQ1187FB3AC5F,Dave Hollister,2006,305.34485,118.052,-7.232
SOKVTFS12A8C1336D6,Lullaby,ARB06Z71187B99049A,Seamus Egan,0,205.21751,60.11,-18.263
SOEBXFH12AB018607F,Dance_ Gypsy_ Dance,ARMBDNQ1187FB3F3EC,Arthur Tracy,0,161.38404,138.25,-15.01
SOAWMWQ12A8C13AF1D,Love Me,AR1PCLK1187FB5BBFF,Angelo Badalamenti,0,168.51546,67.405,-21.835
SOGCMMV12AB0184BBB,Good Loving,AR8LD3R1187FB4D08F,C.C. Adcock,0,121.0771,172.716,-7.071
SOVQWEN12A8C141BD9,Damien,ARTE9CG1187B99B1AF,DMX,1998,222.09261,106.769,-7.974
SOMFSJZ12A8C13358D,The President's Speech,ARBM57Q1187B9AF97C,James Horner,1998,269.7922,76.499,-36.835
SOVCECZ12A6D4FA35E,Trong Com,AR6AGJV1187FB504BA,Kitaro,1993,43.51955,35.931,-23.874
SOVNZNG12A6D4F763D,Doble Bombo,ARWG0541187FB364EC,Las Ketchup,2006,171.80689,167.954,-4.134
SOUYGWL12A58A7A474,Mudhump,ARFG9M11187FB3BBCB,C-Side & Petit Mal,0,212.47955,135.087,-11.828
SOJMDES12A6D4FD717,A Legend In My Time,AR7CCCC1187FB578FF,Don Gibson,1987,152.58077,80.738,-14.28
SORPGNH12A6D4FCDE2,Serve The Ego (Hani Num Dub),ARJJRZ41187FB4C856,Jewel,0,529.91955,85.316,-6.076
SONIVCV12AB017FEED,Fall In Love [Rub A Dub Mix],AR9RTS51187B996CC8,John Legend [feat. Buju Banton],0,184.73751,162.876,-7.397
SOERWEA12A6D4F4CB8,Going Home,ARI6OUG1187B989234,Izzy,0,277.10649,88.761,-17.91
SOWJNKL12A81C21F17,Still In Love,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,2003,283.74159,116.621,-11.766
SOZUOAK12AB018AA82,Closed Eyes,ARG9E8O1187B99AB4F,Bury Your Dead,2009,290.63791,123.635,-6.664
SOWAIRN12AC468B37C,Big Guys Throw Cones,ARYA9ZH119B8668A81,Our Time Down Here,0,75.49342,126.4,-2.844
SOWQDJI12AC468AED3,Railroad Boogie,ARXCUQE1187B9ADD91,Pee Wee King,0,154.69669,89.201,-11.473
SOULCEZ12AB0187E3C,Chanson Réaliste,ARQPSAB1269FCD243F,Acorps de Rue,0,194.79465,73.136,-7.434
SOGFQTK12AB017DE14,I've Won (Introduction - Speaking),ARSVRVA1187B99228A,The Nelons,0,91.95057,72.001,-30.293
SOZSKUB12AC4686766,Le gardien de musée,AR27XEH1187FB4EC83,Les Blaireaux,2007,297.76934,140.173,-9.911
SONTEWC12AB0186E51,Sencillamente,AR02YGA1187B9B8AC4,Bersuit Vergarabat,2005,307.35628,135.982,-7.769
SOSIVYG12A6D4F93A9,Poppin' Them Thangs,ARRXG5Y1187B9AA016,G-Unit,2003,242.52036,88.043,-1.622
SOCTJIL12A67ADAF3F,Bury Your Head,ARGO67V1187B9968D2,Saosin,2005,212.29669,85.029,-3.753
SOXBWOG12A8C138A74,American Journey/IV. Arts and Sports,AR039B11187B9B30D0,John Williams,0,157.28281,138.508,-17.941
SOIVHQA12AB017DBDB,Shuncata Penda,AR2PNSZ1187B9AF0A4,Pardesi,0,309.26322,106.438,-12.597
SOSWEUH12AB0186F22,Melodica,ARWYDXE12420780913,Baby Grand,0,294.55628,114.011,-9.042
SOMMUOG12AB01821FF,Sailing,ARMLW331187B9923F9,DJ Ostkurve,0,207.43791,137.951,-3.854
SOVTZLS12AB0184CB5,Hi Ho Silver,ARHK7A51187FB411D8,Roy Rogers,0,154.53995,121.815,-16.884
SODJOWL12AC468D389,Slamka Spasa,ARO89GU1187B98ADA2,Reni,0,222.14485,92.68,-3.826
SOBFZDQ12AB0188B04,Kanaka 'o Mose,ARN5BHA1187B99E072,Leonard Kwan,0,202.91873,83.065,-22.196
SOQBETA12CF5702399,Between Eunice & Opelousas,ARMEUT11187B9BA155,Steve Riley & The Mamou Playboys,1995,182.22975,225.669,-3.959
SOHNBNW12A6D4F7323,Monarchy Now,AR5DXUU1187B9B0E42,Falco,1992,252.96934,94.777,-8.726
SOOBRTK12A8C13D6A9,When Those Two Towers Fell,ARPEJMN11F4C84080E,New Roanoke Jug Band,0,178.20689,96.212,-13.873
SOYVONC12AB0187167,Shadow,ARDDTL91187B9974A7,Warren Barfield,2006,207.51628,117.985,-6.748
SOUYTJK12A6701CD3D,Big Business,AR0CANF1187B9AF35F,Dilated Peoples,2004,149.91628,165.546,-8.225
SOYNXWG12AC468F51A,La Sitiera,ARUT60Q1187B9B90E9,Orquesta Broadway,0,226.66404,95.243,-8.612
SOJDJRK12AB018565D,I'm Not Done,ARUYVDC12086C11D5C,Fever Ray,2009,280.24118,64.811,-9.074
SOLWBGS12AB0187EAD,Close Up,ARELA4P1187B991507,Charles Williams,0,64.05179,102.95,-14.493
SOCXXWR12AC468929B,Sittin' On Top of the Wolrd,AR9OLFX1187B9A5762,Bob Wills,0,201.76934,95.655,-15.653
SOHWKQE12A8C142406,It Must Be,ARMBR4Y1187B9990EB,David Martin,0,286.4322,133.925,-8.57
SOOCWAO12AB01852C1,Bo Diddley,AR1VWD91187FB4CE99,The Animals_ Sonny Boy Williamson,1973,463.49016,81.111,-9.492
SOQYLQN12AB01801B8,The Truth,ARZJFLE12086C117FF,MN,0,378.06975,136.95,-12.371
SOQYKBE12AC46867EE,Teenage Baby (Digitally Remastered),AR8Q4RZ1187FB46BDC,T-Bone Walker,0,123.29751,162.855,-11.124
SONROBV12AB0188BC7,Ignis,ARJJRZ41187FB4C856,Floor,2009,144.92689,144.803,-9.105
SOWUAYB12A6D4FA1D4,So Many Books ... (The Word Album Version),ARHO1WI1187B98CB84,Michael Card,0,163.082,122.403,-7.005
SOOOBCE12A8C134019,What Would You Do,AROBQ0B1187FB404F6,Walter Jackson,2006,156.682,78.453,-12.839
SOYTQGO12A8C138C1B,Drummer's Circle,ARYUHNV1187FB482AF,Megadrums,0,237.24363,118.713,-15.777
SOLIAYU12A6D4F9923,Kong,ARZCXO91187FB53708,Justin,0,275.85261,81.38,-12.586
SOIGIUZ12A8C1337B1,Post-Toxic Finger Disorder,AR8U8G41187B9A833B,Tim Exile,2006,80.3522,141.836,-4.379
SOHHKOU12A81C224B2,Lotus Kiss,AR8W2DS1187B9B6E36,Alex Theory,0,317.88363,100.295,-10.56
SOROLCY12AB0182652,Intro,ARYNSN31187FB4C573,Bizzy Bone Presents,2004,50.9122,81.901,-7.837
SORRQLD12A8C139E8D,Qui Donc A Changé ?,ARQVTCN11E2835DFFD,Marcel Mouloudji,0,110.34077,77.5,-14.711
SOWBEBK12AB018306A,When You're Hot_ You're Hot,ARE9SYU1187B9B9838,Jerry Reed,0,138.4224,201.951,-4.994
SOSJVGP12AB0185B95,Church Hangover,ARYF20K1187B9B76BD,George Lopez,2006,270.68036,101.455,-16.724
SOESNFW12A6D4F995F,The Ride (Album),ARPVFV91187B98BB94,Cinder,2006,218.61832,157.909,-5.025
SOMJNMD12AB0187F93,No Survivors,ARVUAJC1187B9908A5,Speedball,1998,212.21832,159.702,-9.191
SOHHGUG12A6D4F4E77,I Got Stripes (Live),ARH861H1187B9B799E,Johnny Cash,2006,112.95302,118.041,-7.087
SONUTGA12AB0187F44,The Contracting Perception Of Consciousness,ARE17W51187FB5381B,Rui Da Silva,0,448.62649,123.007,-12.161
SOZNBMX12AB0182AD1,Her Golden Robe In Silence Veiled,ARM63WJ1187B9951EA,Autumnblaze,1999,286.24934,119.428,-9.033
SOGNFKZ12A8C145224,Two Little Fishes_ Five Loaves Of Bread,AR6TD9K1187B9A207D,Sister Rosetta Tharpe,0,156.42077,89.995,-11.459
SOBIPBF12AB0184B0C,The Greed Of Our Stare,ARHWRBR119B8669309,Hatesex,0,307.87873,180.129,-8.506
SOIRIWN12AB0183AE7,Same Old Song,ARBQPXY1187B98D67B,Kris Kristofferson,1974,194.37669,74.809,-11.663
SORFAAB12A6D4F7EAC,Rockin' Every Night (Live),AR56P361187B9AC4DB,Gary Moore,2005,198.79138,100.081,-11.105
SOSJQKV12A8AE46270,Walk Away,AR0S7TA1187FB4D024,Christina Aguilera,2002,347.84608,152.214,-6.774
SOIUCMV12AB017DEDB,Mais La Vie,ARYVLXY1187FB373B0,Maurane / Lara Fabian,2003,198.86975,107.087,-13.637
SODGUVC12A8C142EBA,Doggin' Around,AR7LIU31187B98EF11,Rita Chiarelli,2004,237.7922,90.282,-9.517
SOMQZOX12AB01896D6,Dem a Talk,ARTTFAQ1187B98E4FA,Kiprich,0,208.3522,183.827,-9.693
SOYYXTC12A8C143393,Roger Milla (Stadium Mix),AR5RA3W1187B9B4A22,Pepe Kalle,0,366.13179,140.316,-9.381
SOHEJGY12A8C13A71E,La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07),ARIP54S1187FB53259,Jaime Urrutia,0,233.50812,102.165,-2.999
SOBJUNO12A8C13D478,Everything's Gone,ARJA5XT1187B9B89AA,David Tao,0,242.59873,151.882,-11.484
SOHEYVW12A8C131DAF,Forever Consumed Oblivion,AREY3RN1187B993C5F,Goatwhore,2006,225.64526,110.994,-4.442
SOYJCVS12AB01869B2,McDermott's / Boys of Blue Hill,ARB06Z71187B99049A,Séamus Egan,0,276.16608,201.651,-11.404
SOHPWKA12A8C13864B,Irresistible! (Maurel & Fauvrelle LESS Mix),ARPLE851187B9B2B7C,Superchumbo,0,673.2273,127.992,-7.634
SOVXYYO12A8C13B254,Red Balloon,ARNNBW81187FB55594,We Show Up On Radar,0,124.47302,79.226,-11.255
SOFOOEV12A8AE44CA3,El Arte De Amar,ARQGNEN1187FB4494C,Gabinete Caligari,1989,304.32608,109.051,-12.436
SOBHIVO12AB0182476,Pinini Reggae,AR69GPS1187B99E556,SUMO,1989,215.11791,101.742,-5.945
SOWXWOS12A8C143605,I Won't Let You Go Till You Bless My Soul (Album Version),AR9YS621187FB5AC07,The Clark Sisters,0,329.74322,101.988,-12.935
SORKSWH12A8C1452B4,Rio Grande Waltz,AR0X3JJ1187FB3A9A7,Hank Locklin,0,149.2371,106.941,-15.995
SOYALFX12A8C143637,Honey I Sugar Pie,AR202MX1187B9B0383,Tanto Metro & Devonte,2003,207.33342,195.976,-8.41
SOCMHBT12A8C13D634,Phylyps Trak II/II,AR2CM6U1187B999EB7,Basic Channel,1994,793.62567,127.923,-12.593
SOLHVZC12A8C14307F,Stand By Your Man,ARM5JLS1187FB3615B,Tammy Wynette,1968,159.60771,105.202,-13.592
SOGEBZO12A67ADF488,Young Blood (2007 Digital Remaster),ARASYMJ1187B9ACAF2,Whitesnake,0,209.99791,145.689,-6.186
SOHGYDF12A6D4FCD5E,Get Up & Go,AR3DYAD1187FB3964E,Chet Atkins,0,173.68771,98.117,-11.851
SOYNESO12AB018782B,The Trolley Song (Live Album Version),ARODP5P1187FB40142,Eddie Cano,0,225.17506,165.263,-16.05
SOHBOWM12AB018446A,Acension Final Chord Rising,AR1WU211187FB57E2B,Terry Riley,2002,142.41914,128.135,-37.065
SOWBRZR12A58A7B5D2,Slimy Little Troll,ARENLSD1241B9C71B9,Mack and Jamie,0,66.42893,186.13,-15.755
SOIWZZD12A8C14505C,Upon The Shores [Explicit],ARJBWQI1187B9B17D1,Trivium,2008,321.17506,100.604,-3.973
SOTJODQ12AB018561C,De Kommissar 1,ARE08BN1187B98FCA3,Der Plan,0,26.67057,35.898,-18.169
SODWSGW12A58A7D4B8,Why Do All Girls Think They're Fat (Album),ARZJ4MI1187B9AF5AF,Reel Big Fish,2007,153.67791,159.723,-4.188
SOZSSJQ12AB01852D1,Hero In A Dream,ARUWB5W1187B98D7A1,Ensiferum,1999,218.61832,200.061,-2.599
SOBHDHC12A6D4FA2A4,Ji Xiang Yan Chu,ARVNIVQ1250941026F,Dylan Kuo,0,230.29506,100.173,-5.614
SOKQYBC12AB0183C87,Ice Cream Man,AR4TLW81187B99683D,Martin Sexton,2001,352.88771,133.391,-8.733
SOKWXEW12A6D4F7F9E,Crawling Up A Hill - version 2 - mono_ live,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers,0,142.602,166.238,-4.62
SOJDTBL12AB0188BF6,A Brazilian in New York,ARQCHDN1187FB4C7C2,Luiz Bonfa,0,305.65832,105.813,-18.713
SOPOTLV12AB017C1F7,Mumbo Jumbo (jazz),ARYZV2X1187B997BE7,Chris Standring,2006,257.59302,97.959,-9.449
SONOQCH12A6D4FE0EE,Walk With Me,ARMW8O71187B98CD90,Angélla Christie,0,348.36853,111.465,-8.665
SOGVRQG12A58A7E69B,Epilog,ARIULTJ1187B9A2017,Neviss,2003,53.39383,160.409,-31.412
SOPNFTX12A67020455,Get On Top (Album Version),ARE8GLF1187FB52532,Red Hot Chili Peppers,1999,198.05995,76.986,-1.479
SOAONEP12A58A7D2B3,De Bombacha Y Alpargatas,ARSWXNX1187FB3D04E,Chango Spasiuk,0,131.57832,194.156,-13.763
SOFLCWE12AC468C2B2,Moon Going Down,ARTDUXM1187B9899ED,Charley Patton,1930,196.62322,107.877,-15.164
SOEJFMF12A670209F0,Raising Children,ARTJPHB1187B9968E5,The Race,2006,225.17506,118.043,-5.298
SONKDJU12A67FFB313,No seamos tontos,ARNNHLN1187FB42912,Yahir,0,216.81587,131.938,-5.737
